Number,Start date,Start station number,Start station,End date,End station number,End station,Bike number,Bike model,Total duration,Total duration (ms)
132826033,8/1/2023 6:24,200196,"Simpson Street, Clapham Junction",8/1/2023 6:38,1182,"Notting Hill Gate Station, Notting Hill",60432,PBSC_EBIKE,14m 20s,860857
132826034,8/1/2023 6:24,3460,"Warwick Square, Pimlico",8/1/2023 6:31,200231,"Abingdon Green, Westminster",59995,CLASSIC,7m 0s,420975
132826035,8/1/2023 6:24,1176,"Waterloo Road, South Bank",8/1/2023 6:36,991,"Crosswall, Tower",56563,CLASSIC,11m 42s,702615
132826036,8/1/2023 6:24,200190,"Queen's Circus, Battersea Park",8/1/2023 6:30,200114,"Orbel Street, Battersea",59809,CLASSIC,6m 7s,367397
132826037,8/1/2023 6:24,2703,"Fire Brigade Pier, Vauxhall",8/1/2023 6:45,200256,"Sutton Street, Shadwell",60321,PBSC_EBIKE,20m 57s,1257293
132826038,8/1/2023 6:24,200190,"Queen's Circus, Battersea Park",8/1/2023 6:30,200114,"Orbel Street, Battersea",57257,CLASSIC,6m 0s,360478
132826041,8/1/2023 6:25,1178,"Cleveland Gardens, Bayswater",8/1/2023 6:47,200226,"Kingsway Southbound, Strand",40735,CLASSIC,22m 6s,1326043
132826042,8/1/2023 6:25,1200,"Ontario Street, Elephant & Castle",8/1/2023 6:31,2635,"Concert Hall Approach 1, South Bank",58964,CLASSIC,6m 34s,394161
132826043,8/1/2023 6:25,300213,"Monier Road, Hackney Wick",8/1/2023 6:45,1211,"Bunhill Row, Moorgate",51258,CLASSIC,20m 27s,1227030
132826044,8/1/2023 6:25,300201,"Coram Street, Bloomsbury",8/1/2023 6:40,3496,"St Mary's Hospital, Paddington",51257,CLASSIC,15m 3s,903831
132826045,8/1/2023 6:25,300010,"Surrey Lane, Battersea",8/1/2023 7:08,200072,"Houndsditch, Aldgate",51726,CLASSIC,42m 22s,2542050
132826046,8/1/2023 6:25,1150,"Queensway, Kensington Gardens",8/1/2023 6:42,2636,"Prince Albert Road, The Regent's Park",14742,CLASSIC,16m 32s,992406
132826047,8/1/2023 6:25,962,"Stamford Street, South Bank",8/1/2023 6:31,200094,"St. Bride Street, Holborn",58671,CLASSIC,5m 23s,323617
132826048,8/1/2023 6:25,200171,"Peterborough Road, Sands End",8/1/2023 6:29,200062,"William Morris Way, Sands End",53697,CLASSIC,4m 16s,256386
132826049,8/1/2023 6:25,200027,"Ford Road, Old Ford",8/1/2023 6:33,300011,"Victoria Park Road, Hackney Central",60583,PBSC_EBIKE,7m 40s,460449
132826050,8/1/2023 6:25,1103,"Gloucester Street, Pimlico",8/1/2023 6:36,1037,"Park Lane , Hyde Park",50563,CLASSIC,10m 47s,647656
132826051,8/1/2023 6:25,2586,"Cloudesley Road, Angel",8/1/2023 6:36,984,"Finsbury Circus, Liverpool Street",60418,PBSC_EBIKE,10m 17s,617980
132826052,8/1/2023 6:25,1144,"Poured Lines, Bankside",8/1/2023 6:30,1176,"Waterloo Road, South Bank",21361,CLASSIC,4m 15s,255195
132826053,8/1/2023 6:25,979,"Wenlock Road , Hoxton",8/1/2023 6:35,200101,"Monument Street, Monument",14807,CLASSIC,9m 53s,593396
132826054,8/1/2023 6:25,300070,"Imperial Wharf Station, Sands End",8/1/2023 6:30,300086,"Fulham Broadway, Walham Green",52328,CLASSIC,4m 49s,289982
132826039,8/1/2023 6:25,1024,"Park Street, Bankside",8/1/2023 6:29,999,"Queen Street 1, Bank",54067,CLASSIC,4m 18s,258074
132826040,8/1/2023 6:25,1231,"Queen's Gate, Kensington Gardens",8/1/2023 6:45,22179,"Exhibition Road, Knightsbridge",23172,CLASSIC,20m 14s,1214820
132826056,8/1/2023 6:26,22178,"Lindfield Street, Poplar",8/1/2023 6:34,200066,"Import Dock, Canary Wharf",53805,CLASSIC,8m 12s,492023
132826057,8/1/2023 6:26,1037,"Park Lane , Hyde Park",8/1/2023 6:29,1075,"Hyde Park Corner, Hyde Park",56434,CLASSIC,3m 4s,184540
132826058,8/1/2023 6:26,1200,"Ontario Street, Elephant & Castle",8/1/2023 6:50,300079,"London Street, Paddington",56432,CLASSIC,23m 36s,1416877
132826059,8/1/2023 6:26,1118,"Hampton Street, Walworth",8/1/2023 6:54,1222,"Goswell Road (City Uni), Finsbury",54462,CLASSIC,27m 45s,1665206
132826060,8/1/2023 6:26,1180,"Bourne Street, Belgravia",8/1/2023 6:49,1191,"Barbican Centre, Barbican",50934,CLASSIC,22m 24s,1344853
132826061,8/1/2023 6:26,200011,"Furze Green, Bow",8/1/2023 6:42,1080,"Great Tower Street, Monument",53580,CLASSIC,15m 25s,925011
132826062,8/1/2023 6:26,1173,"Gloucester Terrace, Bayswater",8/1/2023 6:34,10630,"George Place Mews, Marylebone",52888,CLASSIC,7m 44s,464175
132826063,8/1/2023 6:26,200188,"Neville Gill Close, Wandsworth",8/1/2023 6:38,200210,"Westbridge Road, Battersea",11517,CLASSIC,12m 0s,720977
132826055,8/1/2023 6:26,22169,"Wren Street, Holborn",8/1/2023 6:35,1129,"Sun Street, Liverpool Street",30588,CLASSIC,9m 41s,581022
132826068,8/1/2023 6:27,300065,"Clapham Common North Side, Clapham Common",8/1/2023 6:32,300207,"Gauden Road, Clapham",54563,CLASSIC,5m 43s,343874
132826069,8/1/2023 6:27,1081,"Liverpool Road (N1 Centre), Angel",8/1/2023 6:36,1043,"Museum of London, Barbican",53904,CLASSIC,9m 4s,544085
132826070,8/1/2023 6:27,1141,"Kingsway, Covent Garden",8/1/2023 6:35,22180,"Cheapside, Bank",50480,CLASSIC,8m 6s,486731
132826071,8/1/2023 6:27,1009,"Taviton Street, Bloomsbury",8/1/2023 14:09,300057,"Westbourne Park Road, Portobello",53390,CLASSIC,7h 42m 33s,27753163
132826072,8/1/2023 6:27,1205,"Black Prince Road, Vauxhall",8/1/2023 6:41,1229,"High Holborn , Covent Garden",59171,CLASSIC,13m 53s,833151
132826073,8/1/2023 6:27,22178,"Lindfield Street, Poplar",8/1/2023 6:34,200066,"Import Dock, Canary Wharf",57574,CLASSIC,7m 3s,423863
132826074,8/1/2023 6:27,1082,"Borough Road, Elephant & Castle",8/1/2023 6:31,300237,"Tate Modern, Bankside",55287,CLASSIC,4m 0s,240494
132826075,8/1/2023 6:27,300019,"Felsham Road, Putney",8/1/2023 6:37,200197,"Barons Court Station, West Kensington",57508,CLASSIC,10m 17s,617110
132826076,8/1/2023 6:27,991,"Crosswall, Tower",8/1/2023 6:45,1197,"Sackville Street, Mayfair",30724,CLASSIC,18m 21s,1101281
132826077,8/1/2023 6:27,200025,"London Fields, Hackney Central",8/1/2023 6:38,1129,"Sun Street, Liverpool Street",60336,PBSC_EBIKE,10m 46s,646838
132826078,8/1/2023 6:27,300229,"Sidney Road, Stockwell",8/1/2023 6:48,1034,"Bruton Street, Mayfair",60580,PBSC_EBIKE,20m 49s,1249835
132826079,8/1/2023 6:27,200196,"Simpson Street, Clapham Junction",8/1/2023 6:29,200077,"Vicarage Crescent, Battersea",61152,PBSC_EBIKE,1m 41s,101832
132826080,8/1/2023 6:27,300045,"Albert Bridge Road, Battersea Park",8/1/2023 6:37,3461,"Sloane Avenue, Knightsbridge",53743,CLASSIC,9m 19s,559639
132826064,8/1/2023 6:27,200091,"Wandsworth Town Station, Wandsworth",8/1/2023 6:48,1067,"St. James's Square, St. James's",60343,PBSC_EBIKE,21m 7s,1267980
132826065,8/1/2023 6:27,10628,"Cleaver Street, Kennington",8/1/2023 6:47,988,"Great Russell Street, Bloomsbury",57503,CLASSIC,20m 50s,1250759
132826066,8/1/2023 6:27,300018,"Charing Cross Hospital, Hammersmith",8/1/2023 6:51,2678,"Farm Street, Mayfair",60586,PBSC_EBIKE,24m 4s,1444140
132826067,8/1/2023 6:27,200133,"South Lambeth Road, Vauxhall",8/1/2023 6:37,300221,"Battersea Power Station, Battersea Park",51874,CLASSIC,10m 14s,614431
132826083,8/1/2023 6:28,22166,"Albert Gardens, Stepney",8/1/2023 6:40,1074,"Newgate Street , St. Paul's",60249,PBSC_EBIKE,12m 30s,750629
132826084,8/1/2023 6:28,200086,"Ilchester Gardens, Bayswater",8/1/2023 6:59,1142,"Tooley Street, Bermondsey",59197,CLASSIC,31m 2s,1862488
132826085,8/1/2023 6:28,200012,"Stepney Green Station, Stepney",8/1/2023 6:44,3449,"Breams Buildings, Holborn",60274,PBSC_EBIKE,15m 43s,943231
132826086,8/1/2023 6:28,1142,"Tooley Street, Bermondsey",8/1/2023 6:30,300083,"Duke Street Hill, London Bridge",54723,CLASSIC,2m 12s,132112
132826087,8/1/2023 6:28,200238,"Westferry DLR, Limehouse",8/1/2023 6:50,1186,"Belvedere Road 1, South Bank",53779,CLASSIC,22m 33s,1353940
132826088,8/1/2023 6:28,22159,"Ebury Bridge, Pimlico",8/1/2023 6:36,1172,"Queen's Gate (South), South Kensington",58684,CLASSIC,7m 39s,459406
132826089,8/1/2023 6:28,1157,"Black Lion Gate, Kensington Gardens",8/1/2023 6:34,1143,"Kensington Church Street, Kensington",59526,CLASSIC,5m 58s,358701
132826090,8/1/2023 6:28,1083,"Commercial Street, Shoreditch",8/1/2023 6:37,999,"Queen Street 1, Bank",22653,CLASSIC,8m 15s,495486
132826091,8/1/2023 6:28,3454,"Denyer Street, Knightsbridge",8/1/2023 6:47,999,"Queen Street 1, Bank",55297,CLASSIC,18m 34s,1114748
132826092,8/1/2023 6:28,300232,"Riverlight South, Nine Elms",8/1/2023 6:43,200077,"Vicarage Crescent, Battersea",60476,PBSC_EBIKE,14m 15s,855139
132826093,8/1/2023 6:28,300070,"Imperial Wharf Station, Sands End",8/1/2023 6:41,200079,"Ram Street, Wandsworth",20750,CLASSIC,12m 44s,764132
132826094,8/1/2023 6:28,1203,"Eastbourne Mews, Paddington",8/1/2023 6:49,300075,"Upcerne Road, West Chelsea",55546,CLASSIC,20m 41s,1241465
132826081,8/1/2023 6:28,3422,"Charlbert Street, St. John's Wood",8/1/2023 6:39,3424,"Broadcasting House, Marylebone",54398,CLASSIC,11m 37s,697470
132826082,8/1/2023 6:28,300206,"Saltoun Road, Brixton",8/1/2023 6:48,3462,"Royal Avenue 2, Chelsea",58806,CLASSIC,20m 39s,1239272
132826096,8/1/2023 6:29,200239,"Old Montague Street, Whitechapel",8/1/2023 6:37,200128,"Queen Street 2, Bank",52342,CLASSIC,8m 24s,504941
132826097,8/1/2023 6:29,200256,"Sutton Street, Shadwell",8/1/2023 6:37,200072,"Houndsditch, Aldgate",57651,CLASSIC,8m 36s,516512
132826098,8/1/2023 6:29,1079,"Endsleigh Gardens, Euston",8/1/2023 6:37,1207,"Tavistock Street, Covent Garden",58736,CLASSIC,8m 45s,525151
132826099,8/1/2023 6:29,200141,"Westfield Ariel Way, White City",8/1/2023 6:32,200209,"Shepherd's Bush Road North, Shepherd's Bush",59945,CLASSIC,3m 35s,215497
132826100,8/1/2023 6:29,300216,"Gas Holders, Battersea Park",8/1/2023 6:44,1221,"St. George Street, Mayfair",50636,CLASSIC,15m 29s,929496
132826101,8/1/2023 6:29,300065,"Clapham Common North Side, Clapham Common",8/1/2023 6:49,1018,"Phillimore Gardens, Kensington",59577,CLASSIC,20m 34s,1234541
132826102,8/1/2023 6:29,300052,"Parsons Green Station, Parsons Green",8/1/2023 6:56,200128,"Queen Street 2, Bank",60202,PBSC_EBIKE,26m 53s,1613792
132826103,8/1/2023 6:29,1079,"Endsleigh Gardens, Euston",8/1/2023 6:46,999,"Queen Street 1, Bank",55998,CLASSIC,16m 57s,1017467
132826104,8/1/2023 6:29,2679,"George Row, Bermondsey",8/1/2023 6:49,1056,"Finsbury Square , Moorgate",41129,CLASSIC,20m 10s,1210147
132826105,8/1/2023 6:29,200089,"Chrisp Street Market, Poplar",8/1/2023 6:49,1071,"Tower Gardens , Tower",54266,CLASSIC,19m 33s,1173913
132826106,8/1/2023 6:29,300073,"Prince of Wales Drive, Battersea Park",8/1/2023 6:56,3449,"Breams Buildings, Holborn",55857,CLASSIC,26m 37s,1597477
132826095,8/1/2023 6:29,300216,"Gas Holders, Battersea Park",8/1/2023 6:29,300216,"Gas Holders, Battersea Park",52147,CLASSIC,6s,6348
132826107,8/1/2023 6:30,3441,"Vicarage Gate, Kensington",8/1/2023 6:42,3469,"Cadogan Place, Knightsbridge",59436,CLASSIC,12m 39s,759654
132826108,8/1/2023 6:30,1035,"Boston Place, Marylebone",8/1/2023 6:42,1229,"High Holborn , Covent Garden",59671,CLASSIC,12m 35s,755884
132826109,8/1/2023 6:30,1004,"Doric Way , Somers Town",8/1/2023 6:48,1161,"Brushfield Street, Liverpool Street",56089,CLASSIC,18m 23s,1103249
132826110,8/1/2023 6:30,200152,"Pitfield Street North,Hoxton",8/1/2023 6:55,1194,"Westminster University, Marylebone",59013,CLASSIC,25m 0s,1500662
132826111,8/1/2023 6:30,991,"Crosswall, Tower",8/1/2023 6:57,3437,"Curzon Street, Mayfair",21546,CLASSIC,26m 34s,1594543
132826112,8/1/2023 6:30,200018,"Spindrift Avenue, Millwall",8/1/2023 6:33,200092,"Mudchute DLR, Cubitt Town",58082,CLASSIC,2m 18s,138547
132826113,8/1/2023 6:30,1170,"Horseferry Road, Westminster",8/1/2023 6:41,1184,"St. Mary Axe, Aldgate",54259,CLASSIC,11m 8s,668996
132826114,8/1/2023 6:30,200124,"Clarendon Road, Avondale",8/1/2023 6:53,2662,"Butler Place, Westminster",41899,CLASSIC,22m 31s,1351851
132826119,8/1/2023 6:31,200227,"Westfield Library Corner, Shepherd's Bush",8/1/2023 7:05,1040,"West Smithfield Rotunda, Farringdon",20377,CLASSIC,34m 24s,2064210
132826120,8/1/2023 6:31,1093,"Kennington Cross, Kennington",8/1/2023 6:45,1009,"Taviton Street, Bloomsbury",51496,CLASSIC,14m 33s,873345
132826121,8/1/2023 6:31,200250,"Cleveland Way, Stepney",8/1/2023 6:33,200073,"Cephas Street, Bethnal Green",59997,CLASSIC,1m 40s,100679
132826122,8/1/2023 6:31,1227,"Devonshire Terrace, Bayswater",8/1/2023 6:54,1061,"Stonecutter Street, Holborn",57837,CLASSIC,23m 1s,1381824
132826123,8/1/2023 6:31,200155,"Gascoyne Road, Victoria Park",8/1/2023 6:50,1161,"Brushfield Street, Liverpool Street",59983,CLASSIC,19m 8s,1148303
132826124,8/1/2023 6:31,200208,"Sugden Road, Clapham",8/1/2023 6:55,1097,"Northumberland Avenue, Strand",41079,CLASSIC,24m 14s,1454768
132826115,8/1/2023 6:31,200207,"Hartington Road, Stockwell",8/1/2023 6:34,200133,"South Lambeth Road, Vauxhall",55486,CLASSIC,2m 57s,177981
132826116,8/1/2023 6:31,300061,"Crimscott Street, Bermondsey",8/1/2023 6:49,200094,"St. Bride Street, Holborn",59318,CLASSIC,18m 7s,1087167
132826117,8/1/2023 6:31,2667,"Tower Wharf, Bermondsey",8/1/2023 6:43,2587,"Wormwood Street, Liverpool Street",59431,CLASSIC,12m 16s,736083
132826118,8/1/2023 6:31,300224,"New Spring Gardens Walk, Vauxhall",8/1/2023 6:41,300208,"Lavington Street, Bankside",55463,CLASSIC,10m 40s,640329
132826129,8/1/2023 6:32,300089,"Ormonde Gate, Chelsea",8/1/2023 6:48,300225,"Normandy Road, Stockwell",56144,CLASSIC,15m 52s,952618
132826130,8/1/2023 6:32,22176,"Reardon Street, Wapping",8/1/2023 6:44,200047,"Bethnal Green Garden, Bethnal Green",55115,CLASSIC,11m 55s,715750
132826131,8/1/2023 6:32,994,"Tanner Street, Bermondsey",8/1/2023 6:36,1071,"Tower Gardens , Tower",54286,CLASSIC,3m 59s,239977
132826132,8/1/2023 6:32,200177,"Santos Road, Wandsworth",8/1/2023 6:37,300033,"Putney Rail Station, Putney",53916,CLASSIC,5m 8s,308476
132826133,8/1/2023 6:32,1143,"Kensington Church Street, Kensington",8/1/2023 6:45,2662,"Butler Place, Westminster",53397,CLASSIC,13m 17s,797254
132826134,8/1/2023 6:32,200213,"Durant Street, Bethnal Green",8/1/2023 6:50,22165,"Fisherman's Walk West, Canary Wharf",55103,CLASSIC,17m 39s,1059542
132826135,8/1/2023 6:32,1183,"Bramham Gardens, Earl's Court",8/1/2023 6:39,1018,"Phillimore Gardens, Kensington",56149,CLASSIC,7m 26s,446706
132826136,8/1/2023 6:32,200208,"Sugden Road, Clapham",8/1/2023 7:01,200128,"Queen Street 2, Bank",54361,CLASSIC,28m 49s,1729269
132826137,8/1/2023 6:32,200018,"Spindrift Avenue, Millwall",8/1/2023 6:41,200099,"Upper Bank Street, Canary Wharf",60295,PBSC_EBIKE,8m 39s,519007
132826138,8/1/2023 6:32,200090,"Pennington Street, Wapping",8/1/2023 6:50,962,"Stamford Street, South Bank",59931,CLASSIC,17m 35s,1055809
132826139,8/1/2023 6:32,993,"Drummond Street , Euston",8/1/2023 6:42,200226,"Kingsway Southbound, Strand",50178,CLASSIC,9m 31s,571526
132826140,8/1/2023 6:32,200157,"Fournier Street, Whitechapel",8/1/2023 6:52,1042,"Woodstock Street, Mayfair",60603,PBSC_EBIKE,19m 29s,1169639
132826141,8/1/2023 6:32,200109,"Alpha Grove, Millwall",8/1/2023 6:58,1092,"Moorfields, Moorgate",30919,CLASSIC,25m 58s,1558680
132826142,8/1/2023 6:32,200052,"Exhibition Road Museums 2, South Kensington",8/1/2023 6:53,1074,"Newgate Street , St. Paul's",60566,PBSC_EBIKE,20m 29s,1229236
132826143,8/1/2023 6:32,2665,"Lord's, St. John's Wood",8/1/2023 6:36,1050,"Park Road (Baker Street), The Regent's Park",56985,CLASSIC,4m 7s,247970
132826144,8/1/2023 6:32,3460,"Warwick Square, Pimlico",8/1/2023 6:52,200094,"St. Bride Street, Holborn",59644,CLASSIC,20m 0s,1200191
132826145,8/1/2023 6:32,979,"Wenlock Road , Hoxton",8/1/2023 6:55,200066,"Import Dock, Canary Wharf",60567,PBSC_EBIKE,22m 34s,1354355
132826125,8/1/2023 6:32,300057,"Westbourne Park Road, Portobello",8/1/2023 6:44,1166,"Bell Street , Marylebone",60622,PBSC_EBIKE,12m 11s,731129
132826126,8/1/2023 6:32,1089,"Queen's Gate (Central), South Kensington",8/1/2023 6:38,200060,"Drayton Gardens, West Chelsea",30798,CLASSIC,6m 54s,414470
132826127,8/1/2023 6:32,200215,"Greyhound Road, Hammersmith",8/1/2023 7:21,1074,"Newgate Street , St. Paul's",59661,CLASSIC,48m 56s,2936486
132826128,8/1/2023 6:32,3482,"Beaumont Street, Marylebone",8/1/2023 6:58,3501,"Clifton Street, Shoreditch",53742,CLASSIC,26m 19s,1579714
132826147,8/1/2023 6:33,1008,"Hatton Wall, Holborn",8/1/2023 6:49,1142,"Tooley Street, Bermondsey",35074,CLASSIC,16m 26s,986530
132826148,8/1/2023 6:33,1008,"Hatton Wall, Holborn",8/1/2023 6:49,1142,"Tooley Street, Bermondsey",40010,CLASSIC,16m 26s,986198
132826149,8/1/2023 6:33,200098,"Aintree Street, Fulham",8/1/2023 6:40,300086,"Fulham Broadway, Walham Green",56916,CLASSIC,7m 14s,434092
132826150,8/1/2023 6:33,300077,"Ingrave Street, Clapham Junction",8/1/2023 6:47,300221,"Battersea Power Station, Battersea Park",56408,CLASSIC,14m 30s,870578
132826151,8/1/2023 6:33,973,"Bethnal Green Road, Shoreditch",8/1/2023 6:40,200253,"Fore Street Avenue, Guildhall",51516,CLASSIC,6m 44s,404975
132826152,8/1/2023 6:33,200121,"Shoreditch Court, Haggerston",8/1/2023 6:49,1060,"Torrens Street, Angel",22801,CLASSIC,15m 48s,948675
132826153,8/1/2023 6:33,200105,"Bonny Street, Camden Town",8/1/2023 6:46,1053,"Clerkenwell Green, Clerkenwell",59291,CLASSIC,13m 14s,794587
132826154,8/1/2023 6:33,300013,"Austin Road, Battersea Park",8/1/2023 6:53,300018,"Charing Cross Hospital, Hammersmith",60480,PBSC_EBIKE,20m 13s,1213121
132826155,8/1/2023 6:33,300037,"Ravenscourt Park Station, Hammersmith",8/1/2023 7:16,200044,"New Fetter Lane, Holborn",54679,CLASSIC,43m 15s,2595258
132826156,8/1/2023 6:33,1224,"Vauxhall Street, Vauxhall",8/1/2023 6:52,3486,"St. Luke's Church, Chelsea",59228,CLASSIC,18m 39s,1119183
132826157,8/1/2023 6:33,300037,"Ravenscourt Park Station, Hammersmith",8/1/2023 7:16,200044,"New Fetter Lane, Holborn",59337,CLASSIC,43m 9s,2589217
132826158,8/1/2023 6:33,1075,"Hyde Park Corner, Hyde Park",8/1/2023 6:49,1182,"Notting Hill Gate Station, Notting Hill",56434,CLASSIC,15m 21s,921891
132826159,8/1/2023 6:33,300041,"Finnis Street, Bethnal Green",8/1/2023 6:42,22176,"Reardon Street, Wapping",60575,PBSC_EBIKE,8m 56s,536106
132826160,8/1/2023 6:33,1017,"Great Dover Street, The Borough",8/1/2023 6:44,982,"Holborn Circus, Holborn",60587,PBSC_EBIKE,10m 40s,640829
132826161,8/1/2023 6:33,3467,"Dock Street, Wapping",8/1/2023 6:48,22162,"Southwark Station 1, Southwark",51658,CLASSIC,14m 25s,865983
132826146,8/1/2023 6:33,1078,"Lambeth Road, Vauxhall",8/1/2023 6:40,1067,"St. James's Square, St. James's",50266,CLASSIC,7m 27s,447822
132826163,8/1/2023 6:34,1142,"Tooley Street, Bermondsey",8/1/2023 6:49,2587,"Wormwood Street, Liverpool Street",20895,CLASSIC,14m 52s,892534
132826164,8/1/2023 6:34,1142,"Tooley Street, Bermondsey",8/1/2023 6:49,2587,"Wormwood Street, Liverpool Street",20844,CLASSIC,14m 52s,892287
132826165,8/1/2023 6:34,200151,"Hoxton Station, Hoxton",8/1/2023 6:37,200248,"Pitfield Street Central, Hoxton",53409,CLASSIC,3m 24s,204965
132826166,8/1/2023 6:34,200208,"Sugden Road, Clapham",8/1/2023 6:52,1067,"St. James's Square, St. James's",59088,CLASSIC,17m 32s,1052746
132826167,8/1/2023 6:34,200188,"Neville Gill Close, Wandsworth",8/1/2023 7:16,3424,"Broadcasting House, Marylebone",14923,CLASSIC,42m 15s,2535891
132826168,8/1/2023 6:34,200220,"Blythe Road West, Shepherd's Bush",8/1/2023 6:55,1169,"Grosvenor Crescent, Belgravia",52288,CLASSIC,20m 51s,1251732
132826169,8/1/2023 6:34,200183,"Battersea Park Road, Nine Elms",8/1/2023 6:50,200187,"Morie Street, Wandsworth",58898,CLASSIC,16m 15s,975407
132826170,8/1/2023 6:34,200126,"Usk Road, Clapham Junction",8/1/2023 6:57,200084,"Doddington Grove, Kennington",59224,CLASSIC,22m 23s,1343403
132826171,8/1/2023 6:34,300092,"Hertford Road, De Beauvoir Town",8/1/2023 6:42,1012,"Christopher Street, Liverpool Street",21677,CLASSIC,7m 22s,442064
132826172,8/1/2023 6:34,1110,"Palace Gate, Kensington Gardens",8/1/2023 6:48,3464,"Green Street, Mayfair",52829,CLASSIC,14m 7s,847191
132826173,8/1/2023 6:34,3465,"Eccleston Place, Victoria",8/1/2023 6:49,1157,"Black Lion Gate, Kensington Gardens",54314,CLASSIC,14m 29s,869501
132826162,8/1/2023 6:34,2587,"Wormwood Street, Liverpool Street",8/1/2023 6:46,200231,"Abingdon Green, Westminster",60286,PBSC_EBIKE,12m 40s,760427
132826177,8/1/2023 6:35,1029,"Windsor Terrace, Hoxton",8/1/2023 6:39,1146,"Tysoe Street, Clerkenwell",60204,PBSC_EBIKE,4m 6s,246068
132826178,8/1/2023 6:35,1142,"Tooley Street, Bermondsey",8/1/2023 6:47,1170,"Horseferry Road, Westminster",54483,CLASSIC,12m 31s,751147
132826179,8/1/2023 6:35,22178,"Lindfield Street, Poplar",8/1/2023 6:42,200066,"Import Dock, Canary Wharf",12458,CLASSIC,7m 17s,437652
132826180,8/1/2023 6:35,959,"Milroy Walk, South Bank",8/1/2023 6:59,1206,"Montpelier Street, Knightsbridge",24306,CLASSIC,24m 23s,1463016
132826181,8/1/2023 6:35,200025,"London Fields, Hackney Central",8/1/2023 6:47,1012,"Christopher Street, Liverpool Street",59193,CLASSIC,12m 12s,732819
132826182,8/1/2023 6:35,1195,"St. George's Square, Pimlico",8/1/2023 6:53,1018,"Phillimore Gardens, Kensington",60168,PBSC_EBIKE,18m 2s,1082140
132826183,8/1/2023 6:35,1094,"Wright's Lane, Kensington",8/1/2023 6:39,1220,"Imperial College, Knightsbridge",57516,CLASSIC,4m 2s,242227
132826185,8/1/2023 6:35,200034,"Wapping Lane, Wapping",8/1/2023 6:49,200066,"Import Dock, Canary Wharf",59653,CLASSIC,13m 55s,835676
132826186,8/1/2023 6:35,300048,"Stainsby Road , Poplar",8/1/2023 6:58,200128,"Queen Street 2, Bank",53528,CLASSIC,22m 51s,1371148
132826174,8/1/2023 6:35,991,"Crosswall, Tower",8/1/2023 6:41,22180,"Cheapside, Bank",30743,CLASSIC,6m 50s,410648
132826175,8/1/2023 6:35,3429,"Abbey Orchard Street, Westminster",8/1/2023 7:49,3429,"Abbey Orchard Street, Westminster",56638,CLASSIC,1h 14m 11s,4451522
132826176,8/1/2023 6:35,200038,"Ackroyd Drive, Bow",8/1/2023 6:38,200230,"Maplin Street, Mile End",57770,CLASSIC,3m 20s,200525
132826187,8/1/2023 6:36,300054,"Chesilton Road, Fulham",8/1/2023 6:43,300087,"Imperial Road, Sands End",58950,CLASSIC,6m 54s,414420
132826188,8/1/2023 6:36,200194,"Clarence Walk, Stockwell",8/1/2023 7:01,1211,"Bunhill Row, Moorgate",57757,CLASSIC,24m 45s,1485474
132826189,8/1/2023 6:36,3439,"Tavistock Place, Bloomsbury",8/1/2023 6:44,1074,"Newgate Street , St. Paul's",57452,CLASSIC,7m 56s,476417
132826190,8/1/2023 6:36,300041,"Finnis Street, Bethnal Green",8/1/2023 6:50,1065,"Aldersgate Street, Barbican",57465,CLASSIC,14m 17s,857723
132826191,8/1/2023 6:36,300236,"Bevington Road West, North Kensington",8/1/2023 6:54,3476,"Hinde Street, Marylebone",57601,CLASSIC,17m 44s,1064965
132826192,8/1/2023 6:36,300235,"York Way, Kings Cross",8/1/2023 6:48,3495,"Wells Street, Fitzrovia",11656,CLASSIC,12m 9s,729784
132826193,8/1/2023 6:36,2637,"Bermondsey Street, Bermondsey",8/1/2023 6:58,300228,"Westferry Circus, Canary Wharf",55608,CLASSIC,21m 53s,1313251
132826194,8/1/2023 6:36,1218,"Flood Street, Chelsea",8/1/2023 6:48,3436,"Derry Street, Kensington",50587,CLASSIC,11m 23s,683037
132826195,8/1/2023 6:36,1131,"Graham Street, Angel",8/1/2023 7:01,1133,"Baylis Road, Waterloo",55425,CLASSIC,25m 11s,1511669
132826196,8/1/2023 6:36,200208,"Sugden Road, Clapham",8/1/2023 6:42,2694,"Clapham Common Station, Clapham Common",57333,CLASSIC,5m 42s,342239
132826197,8/1/2023 6:36,300054,"Chesilton Road, Fulham",8/1/2023 7:01,3451,"Golden Square, Soho",59693,CLASSIC,24m 15s,1455122
132826198,8/1/2023 6:36,200027,"Ford Road, Old Ford",8/1/2023 7:09,1222,"Goswell Road (City Uni), Finsbury",30088,CLASSIC,32m 50s,1970080
132826199,8/1/2023 6:36,300015,"Binfield Road, Stockwell",8/1/2023 6:41,300055,"Stewart's Road, Wandsworth Road",53593,CLASSIC,4m 40s,280972
132826200,8/1/2023 6:36,300243,"Good's Way, King's Cross",8/1/2023 6:51,2688,"Clifford Street, Mayfair",51235,CLASSIC,14m 22s,862025
132826184,8/1/2023 6:36,1031,"Nesham Street, Wapping",8/1/2023 6:52,200163,"Jubilee Plaza, Canary Wharf",22875,CLASSIC,16m 43s,1003519
132826204,8/1/2023 6:37,200037,"Rectory Square, Stepney",8/1/2023 6:55,1043,"Museum of London, Barbican",58637,CLASSIC,18m 4s,1084870
